Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited,CreditScore,Age,Tenure,Balance,EstimatedSalary
France,Female,1,1,0,1,-0.015818150706966082,0.5795781950006521,-0.004425957213915414,0.26125422617806615,1.2741905100535278
Germany,Male,2,1,1,0,-0.5745440391005705,-0.6600184841162697,1.03290776479748,0.8750123587382613,-0.5331719755155343
France,Male,1,1,1,0,-0.0468584778399441,-0.8507256655188732,-0.004425957213915414,0.3450452332984554,-1.5186353408650224
Spain,Male,2,1,0,0,-0.6055843662335485,-0.08789693990845966,1.03290776479748,-1.2258476714090278,1.3969620721728064
France,Male,1,1,1,0,-0.7918263290314166,-1.23214002832408,1.03290776479748,0.33615595765821027,-0.9911133974095961
France,Male,2,0,1,0,2.063883767202561,-0.27860412131106305,-1.3875375865624426,0.4422087792114872,-0.5476881394662945
Spain,Female,2,1,1,0,2.063883767202561,-0.9460792562201749,-1.3875375865624426,-1.2258476714090278,1.7024946407093655
France,Female,2,0,0,1,-1.8161571244196912,0.6749317857019538,1.7244635794717436,-1.2258476714090278,0.39756055325807177
France,Female,1,1,1,0,-0.0882455806839148,0.0074566507928420294,-0.35020386455104724,-1.2258476714090278,-0.4046246567913074
Spain,Female,1,0,1,1,0.615335167663587,1.1516997392084622,-0.35020386455104724,0.27520245871980287,0.7183443188078369
Spain,Male,4,1,0,1,-0.5641972633895778,-0.8507256655188732,0.3413519501232164,0.7189759531548459,-1.0114919151891273
France,Female,1,0,1,0,-0.42968917914667304,0.0074566507928420294,1.03290776479748,1.0447966580030665,1.3141565199676737
Spain,Female,2,1,0,0,1.5155046545199495,-0.7553720748175714,1.03290776479748,-1.2258476714090278,0.3099831114623027
Germany,Female,1,1,0,1,-1.5161006288009038,0.38887101359804876,0.6871298574603482,0.4147751770309601,1.6450086908518695
Spain,Male,1,0,0,1,0.8740045604384039,1.0563461485071606,1.378685672134612,-1.2258476714090278,1.1578833089695941
Spain,Female,1,1,0,0,0.3049318963338068,-0.8507256655188732,-0.695981771888179,-1.2258476714090278,1.0440589094152537
France,Male,2,0,1,0,-2.085173292905501,1.247053329909764,0.3413519501232164,-1.2258476714090278,0.40919379477157647
Germany,Male,1,0,1,0,0.35666577488877016,1.7238212834162723,0.6871298574603482,0.4068100244857252,0.2329034094299159
Spain,Male,2,0,0,0,-0.84356020758638,-0.08789693990845966,1.03290776479748,-1.2258476714090278,-0.3559780576939907
France,Male,2,1,0,0,-0.20206011350483422,-0.3739577120123647,1.378685672134612,0.5754783561628513,-1.3149216318628647
Germany,Female,2,0,1,0,-0.5745440391005705,-1.3274936190253817,0.6871298574603482,0.48216676558549026,1.3378323400727519
France,Female,1,1,1,0,-1.9610119843735887,-1.0414328469214764,1.03290776479748,-1.2258476714090278,0.05667945007118729
France,Male,1,0,1,1,-0.21240688921582687,1.0563461485071606,-1.3875375865624426,0.08753799630453943,-0.6344206497147673
France,Female,2,1,1,0,0.10834315782494601,-0.7553720748175714,0.6871298574603482,1.0846571995553964,-1.488488899684324
Germany,Male,2,0,0,0,1.505157878808957,0.0074566507928420294,-0.004425957213915414,0.15810711945526723,0.08677615870969056
France,Male,1,0,0,1,0.615335167663587,0.7702853764032556,-0.004425957213915414,1.3164226559766468,-0.2884896068149726
France,Male,2,1,0,0,0.9360852147043599,-0.6600184841162697,1.03290776479748,-1.2258476714090278,0.7565686464051028
Germany,Male,1,0,0,1,-0.46072950627965104,0.8656389671045572,-0.35020386455104724,0.8961985938977161,-1.1128670074239406
France,Male,2,0,0,0,0.9981658689703159,-1.1367864376227783,1.7244635794717436,-1.2258476714090278,-1.514275048922554
Germany,Female,1,1,0,0,-1.0504957218062334,0.38887101359804876,-0.695981771888179,0.9375821916019512,-1.6343718349437646
France,Male,2,1,1,0,-0.7711327776094312,-0.27860412131106305,0.3413519501232164,-1.2258476714090278,-0.9003370750326247
France,Male,1,1,0,0,-1.2677780117370796,-0.18325053060976135,0.3413519501232164,0.43732467806730657,1.6871112872903267
France,Male,1,1,1,0,-1.1953505817601309,-0.5646648934149681,-1.0417596792253108,0.9064040157148994,0.17753370096583304
Spain,Female,2,0,0,0,-0.781479553320424,-0.18325053060976135,-1.7333154938995745,-1.2258476714090278,-1.2168113245221628
France,Male,2,1,1,0,0.05660927926998263,0.0074566507928420294,1.7244635794717436,-1.2258476714090278,-0.020790287248416264
France,Male,2,1,0,0,-2.178294274304435,0.2935174228967471,-1.0417596792253108,-1.2258476714090278,-0.8740330813515361
Spain,Male,2,1,1,0,-1.1539634789161601,-0.08789693990845966,1.03290776479748,-0.0805397364122825,-1.5652915949344832
Spain,Male,1,0,1,0,2.063883767202561,0.0074566507928420294,0.3413519501232164,0.9091896875002574,-1.3793017988546792
France,Female,1,0,0,0,-0.0468584778399441,-0.18325053060976135,0.6871298574603482,0.3217084806764878,1.1013661003448594
France,Male,2,0,1,0,0.9671255418373379,1.4377605113123673,0.3413519501232164,0.2775962676943215,0.6951866909256322
Spain,Female,2,0,0,0,0.615335167663587,-0.27860412131106305,1.03290776479748,-1.2258476714090278,-0.29359675634040805
France,Female,1,1,1,1,-1.1022296003611969,2.391296418325384,-0.695981771888179,0.7622158106035154,0.19671707272260922
Germany,Male,1,0,1,1,0.7498432519064918,1.247053329909764,-0.004425957213915414,0.8848419448534328,-0.12549189533006586
Spain,Female,2,0,1,0,-1.4850603016679258,-0.9460792562201749,0.3413519501232164,-1.2258476714090278,-0.09232411526600193
France,Female,1,1,1,0,1.4120368974100228,-0.3739577120123647,-1.3875375865624426,0.4773018969719032,-1.4516875140198682
Spain,Male,2,1,1,0,-0.5435037119675924,0.1981638321954454,1.03290776479748,-1.2258476714090278,1.0757564494644198
France,Male,2,0,1,0,1.505157878808957,1.1516997392084622,0.3413519501232164,-1.2258476714090278,1.645747897274499
Spain,Female,1,1,1,0,-0.84356020758638,0.1981638321954454,-0.35020386455104724,1.0153889968282201,1.103061875699713
France,Male,2,0,0,0,0.6256819433745797,-0.4693113027136664,1.03290776479748,-1.2258476714090278,-0.9012727771639276
Germany,Male,1,1,0,0,0.10834315782494601,-0.3739577120123647,1.03290776479748,0.7630931345407485,-0.2332171028651807
France,Male,1,1,1,0,-2.436963667079252,-0.6600184841162697,-0.004425957213915414,1.1110264414386701,-1.6871780569146921
Spain,Male,2,1,0,0,-0.750439226187446,-1.518200800427985,1.03290776479748,-1.2258476714090278,0.2092721051668027
France,Female,2,1,1,0,-0.40899562772468767,-1.23214002832408,-1.0417596792253108,0.49720964966016507,0.36015072645675883
France,Female,2,0,1,0,-0.5228101605456071,-1.0414328469214764,0.3413519501232164,-1.2258476714090278,-0.832881141585042
Germany,Female,1,0,1,0,0.10834315782494601,-0.6600184841162697,-1.3875375865624426,1.1137933615067,-0.7556209417246879
France,Female,1,0,1,0,2.063883767202561,-0.18325053060976135,-0.695981771888179,2.1843716961721116,-0.534144194548449
Germany,Female,1,0,1,1,-0.8021731047424093,0.7702853764032556,-0.35020386455104724,1.2186465539642166,1.1119888670237608
Spain,Female,1,0,1,0,1.1740610560571914,-0.5646648934149681,1.378685672134612,1.4821690854433782,0.3285176996004406
France,Female,2,1,0,0,1.9397224586706492,-0.4693113027136664,1.03290776479748,-1.2258476714090278,-1.262757411800276
France,Female,1,1,1,0,1.7638272715837737,-1.0414328469214764,1.03290776479748,-1.2258476714090278,-1.1013516633356402
Spain,Female,1,1,1,0,-0.4503827305686584,-0.27860412131106305,-0.35020386455104724,0.34907701279517406,-0.9333351384491972
France,Male,1,1,1,0,-0.9573747404072994,-0.08789693990845966,1.03290776479748,0.5852303710712963,0.917828848933314
Germany,Male,2,1,1,0,-1.2470844603150943,-1.518200800427985,-1.3875375865624426,0.9708419683835563,1.1326671711765248
Germany,Male,1,1,0,0,0.035915727847997285,-0.18325053060976135,-0.004425957213915414,0.5715303984453018,-0.420168510687431
France,Female,1,1,1,0,-1.2470844603150943,-0.5646648934149681,-0.35020386455104724,0.8465748184607615,1.2666155135391588
Spain,Male,1,1,1,0,0.05660927926998263,2.868064371831893,0.3413519501232164,1.4021989410675342,-1.1125785239012067
Spain,Male,2,1,1,0,-1.350552217425021,0.38887101359804876,0.6871298574603482,-1.2258476714090278,-1.1109397844688709
Germany,Female,1,1,1,0,-0.5021166091236218,0.2935174228967471,0.3413519501232164,1.3130843694789065,0.5529044960551323
Germany,Female,1,1,1,0,0.522214186264653,0.8656389671045572,-1.3875375865624426,0.2498111910172009,0.5895239927715589
Spain,Female,2,1,1,0,0.025568952137004615,-0.8507256655188732,-1.0417596792253108,0.18843714074315243,-0.059678700784995715
Spain,Male,2,1,1,0,0.18077058780189473,-1.3274936190253817,1.03290776479748,-1.2258476714090278,0.6089949786010308
France,Male,1,1,0,1,0.01522217642601194,0.8656389671045572,-0.35020386455104724,-0.27245410727541086,1.1103562137416934
Spain,Female,2,1,1,0,-0.11928590781689281,1.4377605113123673,-1.0417596792253108,-1.2258476714090278,-0.8041809435981823
Spain,Female,2,0,1,0,0.8222706818834405,1.247053329909764,0.6871298574603482,-1.2258476714090278,0.38792426459271484
France,Male,1,1,1,0,1.339609467433074,-0.4693113027136664,-1.3875375865624426,-1.2258476714090278,-0.613591756815356
France,Female,2,0,1,0,-0.6055843662335485,-0.08789693990845966,1.03290776479748,0.6858339756231249,-1.4036316192786258
France,Male,2,1,1,0,-0.23310044063781224,-0.4693113027136664,-0.35020386455104724,1.3183185026798858,0.4538929168046471
France,Female,1,0,1,1,0.07730283069196799,0.10281024149414371,0.6871298574603482,1.0275149470962377,0.6150277446373239
Spain,Female,2,1,1,0,2.063883767202561,-0.9460792562201749,1.7244635794717436,-1.2258476714090278,-0.09173045477979708
Germany,Male,1,1,1,1,-1.4022860959799843,-0.18325053060976135,-1.0417596792253108,0.22353057904574503,1.5350279560271933
France,Female,2,0,1,0,-0.8228666561643946,-0.3739577120123647,-1.3875375865624426,0.4535338548513797,1.3636850891839216
Germany,Male,2,1,1,0,1.1326739532132206,0.2935174228967471,-1.7333154938995745,0.024154146583486268,-0.03797514114697542
Germany,Female,1,0,0,0,0.7188029247735137,0.38887101359804876,1.7244635794717436,0.5503230075021943,-0.4734729275303494
Germany,Male,2,1,1,0,-0.19171333779384153,0.2935174228967471,-0.35020386455104724,0.6913888112717486,1.6674072888505693
Germany,Male,2,1,1,1,0.44978675628770426,-0.7553720748175714,0.3413519501232164,0.5219500564732705,-1.4022717994186016
Spain,Female,1,0,1,0,-0.9470279646963067,0.10281024149414371,-0.004425957213915414,1.0039950046203683,-1.1729698280069485
Germany,Female,2,1,0,0,1.2671820374561256,0.2935174228967471,1.03290776479748,1.2154762315669916,1.2457998362803309
France,Male,2,1,0,0,-0.7193988990544679,-0.08789693990845966,-1.3875375865624426,-1.2258476714090278,-0.9375109330935216
Germany,Female,2,1,0,0,-1.3091651145810503,-0.18325053060976135,1.378685672134612,0.8172974576806855,1.3831985041752664
France,Male,1,0,0,1,0.6463754947965651,1.3424069206110656,0.3413519501232164,0.6177410407862904,1.5898951223690934
France,Male,1,1,1,0,0.2635447934898361,0.10281024149414371,1.03290776479748,0.6013353716479888,-0.5580441588734211
Germany,Female,1,1,0,1,0.004875400715019266,0.2935174228967471,-1.3875375865624426,0.643662645520004,-0.9626279535822158
Spain,Female,2,1,1,1,0.6877625976405357,0.9609925578058589,-1.3875375865624426,0.5509878119763713,0.42503343557075635
France,Male,1,1,0,0,-0.5848908148115631,-1.518200800427985,-0.004425957213915414,1.2786699997773472,1.0586110685976031
France,Female,1,1,0,1,0.6774158219295431,0.48422460429935044,-0.695981771888179,0.5295739918715617,-1.2650256330603977
France,Female,1,1,1,0,0.18077058780189473,-0.3739577120123647,0.3413519501232164,0.41665467608319484,-0.8015564217123329
Germany,Male,1,1,1,0,0.2842383449118215,-1.518200800427985,1.7244635794717436,0.6263044853040668,-0.1470537346118303
France,Male,2,1,0,0,-1.0918828246502041,-1.518200800427985,-1.0417596792253108,-1.2258476714090278,1.556713431104415
France,Female,2,1,1,0,-0.38830207630270236,0.10281024149414371,1.378685672134612,0.30673435289868406,-0.6848468391506374
Spain,Female,2,1,1,0,0.3773593263107555,-1.7089079818305883,1.03290776479748,-1.2258476714090278,0.9507801359378214
France,Male,1,0,0,0,0.6670690462185503,-1.0414328469214764,0.6871298574603482,1.3445257104929103,1.6826096227716179
Germany,Male,1,1,1,0,-0.336568197747739,0.1981638321954454,1.03290776479748,-0.6215809529677379,1.6638707138744613
France,Female,1,0,1,0,0.7291497004845064,-0.3739577120123647,0.3413519501232164,0.6697398734804354,-1.6867913255376212
Germany,Female,2,1,1,0,-2.1265603957494714,-0.4693113027136664,0.6871298574603482,0.8750205325637637,-0.5124928019127317
France,Male,2,0,1,0,0.4083996534437335,-0.08789693990845966,-1.3875375865624426,0.28800892002864803,-0.7834826420945354
France,Female,2,0,0,1,0.6049883919525944,0.38887101359804876,1.03290776479748,-1.2258476714090278,1.181502267042162
Spain,Female,2,1,1,0,0.21181091493487275,0.2935174228967471,-0.695981771888179,-1.2258476714090278,0.4931362398468927
France,Male,1,1,1,0,-1.1643102546271529,-0.5646648934149681,0.3413519501232164,0.2773569829595227,1.7242767986308554
France,Female,2,1,0,0,0.8740045604384039,-0.5646648934149681,-0.35020386455104724,-1.2258476714090278,0.8587462410253394
France,Female,2,1,1,0,-0.6055843662335485,-0.18325053060976135,0.6871298574603482,-1.2258476714090278,0.4631749915243687
France,Male,1,0,1,0,0.9981658689703159,2.105235646221479,0.6871298574603482,1.2739506573119166,0.825351882281274
Germany,Male,1,1,1,0,0.25319801777884343,-0.27860412131106305,0.6871298574603482,0.20713532752818128,0.8574422398577795
Spain,Female,2,1,0,0,-0.19171333779384153,0.0074566507928420294,-0.004425957213915414,0.34247496585574266,-0.11396507450125862
France,Male,2,1,1,0,-0.30552787061476094,0.0074566507928420294,0.3413519501232164,-1.2258476714090278,-0.7165369019294733
Spain,Male,1,1,0,0,-1.3402054417140283,-0.9460792562201749,-0.695981771888179,-0.2597236144624094,0.9421564087871602
Spain,Male,1,1,1,0,-0.6159311419445411,-0.27860412131106305,0.6871298574603482,0.9412866975364061,0.38138686975414676
Germany,Female,2,1,1,0,0.5739480648196164,-1.0414328469214764,0.3413519501232164,0.7763124541729977,-0.8658174740488898
France,Male,2,1,0,0,0.2738915692008288,-0.08789693990845966,-0.35020386455104724,-1.2258476714090278,1.5251960411032013
Germany,Male,1,1,0,0,1.2257949346121548,-1.1367864376227783,0.6871298574603482,1.7970905549332608,1.239033254411646
France,Male,1,1,1,0,1.24648848603414,-0.6600184841162697,-0.004425957213915414,-0.22701228534489118,-1.0289010871975883
Germany,Female,1,1,0,1,-0.5124633848346144,0.8656389671045572,1.03290776479748,0.7099498060052113,-0.6286047245180457
France,Female,2,0,1,0,0.20146413922388007,0.2935174228967471,-1.3875375865624426,0.6326811910933793,-1.2277742200560775
France,Male,1,1,0,0,-1.381592544557999,-1.0414328469214764,-1.0417596792253108,0.6182733010704614,1.3731396627912578
France,Female,2,1,0,0,1.8983353558266787,0.9609925578058589,1.03290776479748,1.348142067328813,0.507475383769839
France,Female,3,1,0,1,-0.8228666561643946,0.2935174228967471,-0.35020386455104724,0.5183078959921554,-0.7743622850819523
Germany,Female,1,1,1,0,-0.7711327776094312,-0.27860412131106305,1.03290776479748,1.4392657972800924,-1.3352038145781437
France,Female,1,0,1,0,0.6981093733515285,-0.7553720748175714,-1.3875375865624426,1.2209111844415832,-1.442619324009588
Germany,Female,2,1,1,0,-0.15032623494987085,-0.7553720748175714,1.378685672134612,0.06985897336986989,-0.44252120172410475
Germany,Female,2,1,0,0,-0.8746005347193581,0.10281024149414371,-1.0417596792253108,0.3288036817545501,0.945888088351881
France,Male,2,1,1,0,0.6256819433745797,2.391296418325384,-0.35020386455104724,-1.2258476714090278,-1.6850736400418007
France,Female,2,1,0,0,-0.7918263290314166,0.0074566507928420294,-1.0417596792253108,0.737867587143426,-0.202175128144952
France,Female,1,1,0,0,-0.3262214220367463,-0.3739577120123647,1.03290776479748,0.8944207067154495,-0.5983087379307461
France,Female,2,1,1,0,-0.6469714690775192,-1.4228472097266833,-1.7333154938995745,-1.2258476714090278,0.7041821949127041
Germany,Female,1,1,0,1,1.1326739532132206,0.9609925578058589,1.378685672134612,0.24068070738909775,0.2980937299674915
France,Male,1,1,0,1,0.1497302606689167,1.247053329909764,-0.695981771888179,-1.2258476714090278,0.27903729791631865
Germany,Male,2,1,1,0,0.9153916632823745,-0.9460792562201749,-0.695981771888179,-0.2740621071041029,0.09466085332773021
France,Male,3,1,1,0,-0.09859235639490747,3.630893097442306,1.378685672134612,-1.2258476714090278,-0.32302120620923724
Germany,Female,1,1,1,0,0.35666577488877016,-1.7089079818305883,0.3413519501232164,0.34411181448032485,1.1281293375362194
France,Female,2,1,1,0,-0.5848908148115631,0.9609925578058589,-0.35020386455104724,-1.2258476714090278,-1.3295402170281458
Spain,Female,2,0,1,0,-0.967721516118292,0.10281024149414371,-0.35020386455104724,-1.2258476714090278,0.09291447598064297
France,Male,2,1,0,0,0.48082708342068226,-1.1367864376227783,1.03290776479748,1.037559617011878,-0.16517968123193055
France,Male,1,0,1,0,0.05660927926998263,-1.9949687539344934,1.7244635794717436,1.20647027857448,0.4681828498554214
Germany,Male,2,0,1,0,0.6360287190855723,0.38887101359804876,-1.3875375865624426,1.0459908378818248,-0.15971762220082894
Spain,Male,1,1,1,1,0.3980528777327409,-0.08789693990845966,-0.004425957213915414,-0.02261023236750252,-1.5900210145960683
France,Female,2,1,0,0,0.48082708342068226,-1.3274936190253817,-0.35020386455104724,1.4296216448140582,-1.4714965420242616
France,Male,1,1,0,0,-0.6366246933665265,-0.08789693990845966,-1.0417596792253108,-1.2258476714090278,-0.3508223928564136
Spain,Female,2,1,0,0,-1.2988183388700576,-1.3274936190253817,1.7244635794717436,-1.2258476714090278,-0.5343342563268387
France,Male,2,1,0,0,0.3049318963338068,0.48422460429935044,-0.695981771888179,-1.2258476714090278,-0.22875508526822197
France,Female,2,1,1,1,-0.3469149734587316,-1.0414328469214764,-1.7333154938995745,-1.2258476714090278,-1.6083505864151566
France,Male,1,1,0,0,0.3049318963338068,-0.6600184841162697,-0.004425957213915414,0.26405816886748784,0.29330653805617957
Spain,Female,2,0,1,0,0.11868993353593868,-0.8507256655188732,1.378685672134612,-1.2258476714090278,1.0049901719407146
Germany,Male,1,1,1,1,0.8843513361493965,0.6749317857019538,-0.004425957213915414,0.8707050732407929,-0.3844481992006955
Germany,Male,1,1,1,1,0.0669560549809753,1.7238212834162723,1.03290776479748,0.4918509858235938,0.4569709438305149
Spain,Male,1,1,1,1,-3.1095040882937757,1.4377605113123673,-1.3875375865624426,1.2211309161036124,1.5977579068461654
France,Male,1,1,0,0,-0.3469149734587316,-0.8507256655188732,-0.695981771888179,0.8898231702771097,0.7451212933098035
France,Male,1,0,0,0,-0.9159876375633287,-0.3739577120123647,0.6871298574603482,-1.2258476714090278,-0.8906745289761088
Spain,Female,2,1,1,0,0.5636012891086236,-1.518200800427985,-0.004425957213915414,-1.2258476714090278,-0.4687815490132667
France,Female,1,1,1,0,-1.3919393202689916,-0.5646648934149681,0.6871298574603482,0.8144914314671161,0.34686048706011247
France,Female,2,1,0,0,-0.8021731047424093,-0.18325053060976135,0.3413519501232164,-1.2258476714090278,1.632916379718101
Spain,Female,2,0,0,0,-1.1643102546271529,-0.7553720748175714,-1.7333154938995745,-1.2258476714090278,1.380050573366313
France,Male,1,1,0,0,0.5015206348426676,0.0074566507928420294,1.378685672134612,-1.2258476714090278,-0.3325875910915085
Germany,Male,2,0,1,0,-1.5161006288009038,-0.6600184841162697,1.03290776479748,1.5034282439479996,-1.4681750689876478
Spain,Male,1,1,0,0,-0.6987053476324826,0.7702853764032556,-0.004425957213915414,0.41792835042173926,-0.1283680360570219
Spain,Male,2,0,0,0,0.6360287190855723,1.3424069206110656,-1.0417596792253108,0.5541392223851793,-1.2789274436140396
Spain,Male,1,1,1,0,-0.2537939920597976,2.200589236922781,-0.695981771888179,-1.2258476714090278,-0.6099974503566993
France,Female,1,1,0,0,-0.20206011350483422,-0.4693113027136664,-0.35020386455104724,0.7675903412778262,0.11829163592082012
France,Female,1,1,1,0,0.12903670924693136,-0.18325053060976135,0.6871298574603482,-1.2258476714090278,1.4801585291151937
Germany,Female,1,1,0,0,-1.4954070773789185,0.1981638321954454,-0.695981771888179,-0.30035009154561965,-1.6702966410795268
Germany,Female,1,1,0,1,-0.8332134318753873,1.0563461485071606,-0.004425957213915414,0.8463571703228802,1.351389674521188
France,Female,2,1,1,0,0.5429077376866382,0.5795781950006521,0.6871298574603482,-1.2258476714090278,-0.5435544262038275
Germany,Female,1,1,0,0,0.49117385913167494,0.10281024149414371,1.03290776479748,1.190673319029458,0.2546163591283503
Spain,Male,2,1,0,0,0.8326174575944332,0.1981638321954454,-0.35020386455104724,-1.2258476714090278,-1.3527072349707645
France,Male,2,0,0,0,-0.26414076777079026,-0.4693113027136664,0.3413519501232164,-1.2258476714090278,1.6900884581117428
Spain,Male,1,1,1,1,-0.1710197863718562,-0.7553720748175714,1.378685672134612,0.5152169077836279,1.3806122380911054
France,Male,1,1,1,0,-0.3572617491697243,1.9145284648188758,-0.004425957213915414,1.2401009226543604,-1.432692986811428
France,Male,1,1,0,1,-1.5574877316448745,1.6284676927149706,-1.3875375865624426,0.38286664579462587,0.3199673540330186
France,Male,2,0,0,0,-2.116213620038479,-0.6600184841162697,1.03290776479748,-1.2258476714090278,0.577361777854705
France,Female,1,1,0,0,0.19111736351288738,0.7702853764032556,1.378685672134612,-0.24504406494486053,-0.7289469101072654
Germany,Male,1,1,0,0,-0.7193988990544679,-0.7553720748175714,0.3413519501232164,0.6475886460984593,0.12254133381840666
Germany,Female,3,1,0,1,0.553254513397631,1.4377605113123673,0.3413519501232164,0.916286170747026,0.7821762106054497
France,Male,1,0,1,0,1.0085126446813086,0.48422460429935044,-1.0417596792253108,0.2632553709863039,-0.2537924641334007
Spain,Female,2,1,1,0,0.3049318963338068,-0.7553720748175714,1.378685672134612,0.6946126642124583,0.018242107214518653
France,Female,2,1,0,0,0.04626250355898996,-0.18325053060976135,0.6871298574603482,0.5668299679682878,-1.5576912104789935
Germany,Male,2,1,1,0,0.4083996534437335,-0.6600184841162697,-1.7333154938995745,0.4839807137626196,0.6577606923536055
Germany,Male,1,0,1,0,0.4601335319986969,0.10281024149414371,0.6871298574603482,1.0022768985540291,1.6222701378881639
Germany,Female,1,1,0,1,0.5118674105536603,0.10281024149414371,-0.35020386455104724,1.1553170361420897,1.5604318950285523
France,Male,1,0,1,0,1.2671820374561256,1.247053329909764,-0.35020386455104724,-1.2258476714090278,0.7655191128801867
France,Male,2,0,1,0,1.0188594203923014,0.2935174228967471,-1.3875375865624426,0.8540979433445258,0.7555220024489027
France,Female,1,1,0,1,-0.40899562772468767,0.6749317857019538,-0.004425957213915414,-1.2258476714090278,-0.3897414110343439
Spain,Female,2,1,1,0,-0.46072950627965104,0.6749317857019538,1.03290776479748,-1.2258476714090278,1.4542021415594488
France,Male,1,0,0,0,-0.99876184325127,-1.4228472097266833,1.7244635794717436,-1.2258476714090278,-0.1375403861819002
France,Female,2,1,1,0,-0.8642537590083653,-0.18325053060976135,0.6871298574603482,-1.2258476714090278,-1.2415631759947376
Spain,Male,1,1,0,1,-0.9470279646963067,-1.4228472097266833,-0.695981771888179,0.613101513322822,-0.24691024540961162
Germany,Male,2,1,1,0,-0.5848908148115631,0.1981638321954454,-1.0417596792253108,0.7382047975131626,-1.0092576024805022
France,Female,2,1,0,0,-1.4229796474019698,-0.18325053060976135,0.3413519501232164,-1.2258476714090278,0.1747959766849867
Germany,Female,1,1,1,0,0.01522217642601194,-1.23214002832408,-1.3875375865624426,0.8882618093351067,1.37685325779518
Germany,Female,1,1,1,1,0.3049318963338068,0.2935174228967471,0.6871298574603482,0.4685813867876147,-0.16575195324719108
Spain,Male,2,1,0,0,1.3809965702770448,-0.5646648934149681,1.7244635794717436,-1.2258476714090278,1.0769395970766455
Spain,Female,3,1,0,1,1.6707062901848397,0.48422460429935044,1.03290776479748,-1.2258476714090278,-0.576678559875965
Spain,Female,2,1,0,0,1.3809965702770448,0.10281024149414371,1.03290776479748,-1.2258476714090278,0.15304164116472538
France,Female,1,1,0,0,-0.8332134318753873,-1.9949687539344934,-0.35020386455104724,0.10067477632632534,-0.49173207389632934
France,Female,1,0,0,0,0.6360287190855723,0.2935174228967471,-1.3875375865624426,0.1820213288083001,-0.13679318081891767
Spain,Male,1,1,1,0,0.5636012891086236,0.0074566507928420294,0.3413519501232164,0.9099429616151635,-0.38298126309594327
Spain,Female,2,1,1,0,0.3152786720447995,-0.6600184841162697,-0.695981771888179,-1.2258476714090278,-0.7026954312084949
France,Male,1,1,0,0,-0.3158746463257536,0.1981638321954454,-1.7333154938995745,0.34360872353422056,-0.26239862839328665
France,Male,1,1,1,0,0.6256819433745797,1.247053329909764,-0.004425957213915414,-1.2258476714090278,1.038448696097613
France,Female,1,1,0,0,-0.38830207630270236,-1.4228472097266833,0.6871298574603482,1.0252224294495107,0.5027344466005687
Germany,Female,1,0,0,1,-0.38830207630270236,-1.80426157253189,-1.7333154938995745,0.6550327573357028,0.23418567434651638
Spain,Male,2,1,1,0,0.32562544775579216,-0.27860412131106305,-0.004425957213915414,-1.2258476714090278,0.8289035856880503
Spain,Male,1,1,1,0,2.063883767202561,-0.18325053060976135,-0.35020386455104724,0.9731481090727867,-1.238525491450651
France,Female,2,0,1,0,-0.5124633848346144,0.1981638321954454,-1.3875375865624426,-1.2258476714090278,1.0523270315002184
Spain,Male,1,1,0,1,-0.5745440391005705,-0.3739577120123647,1.03290776479748,-1.2258476714090278,-0.0012946090378546688
Spain,Male,2,0,1,0,0.25319801777884343,-0.27860412131106305,-0.695981771888179,-0.3588102531636877,-0.7931422320209209
Spain,Male,1,1,1,0,-0.6159311419445411,-0.7553720748175714,1.03290776479748,-1.2258476714090278,0.7231579420003154
France,Male,2,0,0,0,-0.5021166091236218,-1.518200800427985,0.6871298574603482,0.5973718676348764,-0.2784438071815393
Spain,Female,1,0,1,0,-0.99876184325127,-0.4693113027136664,1.03290776479748,-1.2258476714090278,0.11982395466845835
France,Male,1,1,1,0,-1.1332699274941749,-0.18325053060976135,1.378685672134612,0.6755591564247174,-0.46148321150110955
France,Male,2,0,0,0,-1.4954070773789185,-0.4693113027136664,0.6871298574603482,-1.2258476714090278,0.27390910769995463
Germany,Male,2,0,0,0,1.691399841606825,0.48422460429935044,1.03290776479748,0.3045620385681656,0.1203901405334504
France,Male,2,0,0,0,0.33597222346678485,-0.8507256655188732,1.03290776479748,0.5504291069626345,-1.3068077502147086
Germany,Male,2,1,0,0,-1.7126893673097645,1.1516997392084622,0.6871298574603482,1.0859760703408352,-0.8516628274240874
Germany,Female,2,1,0,0,0.47048030770968957,-0.7553720748175714,1.03290776479748,0.7298109198067845,-1.15222301119116
France,Female,2,1,0,0,-0.4400359548576657,-0.8507256655188732,1.03290776479748,-1.2258476714090278,0.5005531703442846
France,Male,4,1,1,1,1.4637707759649863,1.0563461485071606,1.378685672134612,-1.2258476714090278,1.645183276419576
Spain,Male,2,1,0,0,0.36701255059976284,-1.6135543911292867,-0.004425957213915414,-1.2258476714090278,1.0239375749570754
Germany,Male,1,1,0,0,1.443077224543001,0.2935174228967471,-1.3875375865624426,0.1499132600670599,1.7057303859721953
France,Female,1,0,1,0,0.035915727847997285,-0.9460792562201749,-0.35020386455104724,0.32838072635258475,0.7184062236505694
France,Male,1,1,1,0,-2.054132965772523,-0.3739577120123647,-0.35020386455104724,1.1489281497500679,-1.667858355391898
Spain,Male,1,1,0,0,0.7084561490625211,-0.08789693990845966,-1.7333154938995745,-1.2258476714090278,0.46578577609961175
